"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"WP_TCELL_ACTIVATION_SARSCOV2","WP_TCELL_ACTIVATION_SARSCOV2",81,0.715685838996734,2.30305520342302,1e-10,3.4367816091954e-09,2.55474894131881e-09,1945,"tags=46%, list=12%, signal=40%","IFNG/ICOS/CD80/CARD11/ZAP70/CD247/CD3D/LCK/CD3G/PRKCQ/PTPRC/CD86/STAT4/HLA-DRA/CD3E/LTA/LCP2/IL12RB1/CCL19/HLA-DRB1/CD28/LAT/IL12RB2/IL23R/TNF/GRAP2/IL23A/CD4/IFNAR2/PIK3CD/CDKN2A/GRB2/BCL10/PPP3CC/IL18R1/RASGRP1/BAX"
"LINDGREN_BLADDER_CANCER_CLUSTER_2B","LINDGREN_BLADDER_CANCER_CLUSTER_2B",365,0.61794880008914,2.29770334632367,1e-10,3.4367816091954e-09,2.55474894131881e-09,2387,"tags=44%, list=15%, signal=38%","IGLC1/UBD/LYZ/CXCR4/DDX3Y/ZAP70/HLA-DRB5/SAMSN1/LCK/BCL2A1/PNOC/CD52/SRGN/ITGAL/JAK3/PIM2/IL2RG/IFI30/ICAM1/SOCS3/IL10RA/PLAUR/ISG20/S100A7/LAPTM5/ADORA2A/CST7/MT1H/HLA-DRA/SELL/CYBB/PTPN7/RAC2/C3AR1/LCP2/EBI3/LGALS2/ADAM19/CPXM1/IL7R/RHOH/IFITM1/PARVG/SAMHD1/ITGA4/CH25H/CRTAM/KLHL6/MYO1F/MS4A4A/DOCK2/VCAM1/EVI2A/HLA-DRB1/CYTH4/FERMT3/AIF1/C1orf54/BIRC3/HLA-DMA/GLIPR1/LAT2/IL32/LCP1/HLA-DPB1/PREX1/ITK/EVI2B/PDPN/RNASE6/TRAF1/NFKBIE/ARHGAP15/COTL1/SELE/FLVCR2/HLA-DQB1/KLRG1/NNMT/RUNX2/CLEC10A/TMEM158/ARHGAP30/PPP1R16B/ALOX5AP/CCL2/MFNG/SDC3/TNFAIP3/COL5A2/SLFN11/LUM/IL27RA/FGL2/ENTPD1/MT2A/SH2B3/PPP1R18/ST6GAL1/STARD4/PIK3CD/C4A/MPP1/TNC/GLIPR2/ADGRE5/NRP2/CRISPLD2/KLRK1/MT1G/MMP2/LIG4/IL1A/ANPEP/RBP5/FCGR2B/RGS10/IFITM3/IQGAP2/IFITM2/SERPING1/LEF1/TOX/NEK6/TPST1/STOM/COL6A3/C1S/EMP3/NID2/BMP2K/FOLR2/HTRA3/DUSP5/PAPPA/SIRPA/RUNX3/RGL1/IL16/CDC25B/AP1S2/GADD45B/GJA5/RAMP3/SLC43A3/B3GNT2/AEBP1/CLIC2/HLA-E/MT1E/AURKB/LBH/NFKBIA/RARRES2/ANGPTL2/CELF2/GEM/TGFBR1/BRPF1/PDGFRA/UBE2J1"
"DER_IFN_BETA_RESPONSE_UP","DER_IFN_BETA_RESPONSE_UP",100,0.689679807719902,2.29139418035571,1e-10,3.4367816091954e-09,2.55474894131881e-09,2237,"tags=48%, list=14%, signal=41%","IFIT3/IL6/GBP1/OASL/OAS2/IFI30/PLAUR/IRF1/STAT1/IFI6/IFITM1/ISG15/PSMB10/TAP1/PSMB9/MX1/HLA-A/OAS1/B2M/PLSCR1/IFI44/BST2/HLA-C/TRIM22/MX2/SP110/NMI/FOSL1/HIF1A/PSMB8/CASP8/TRIM21/ADAR/IRF9/IFI35/PSME1/ARID3A/C1S/IFIT5/PML/ADAM9/CEBPD/TRIM14/HLA-E/LIPA/IFIT2/IFI16/ATP6V0B"
"JIANG_MELANOMA_TRM4","JIANG_MELANOMA_TRM4",194,0.644997441243166,2.2904134383168,1e-10,3.4367816091954e-09,2.55474894131881e-09,2971,"tags=56%, list=19%, signal=46%","CXCL10/CCL3/CD80/IL2RA/CD69/RGS1/CLEC12A/CCR1/IFI30/HAVCR2/FCER1G/ADAM8/CTSS/CYBB/IRF8/C1QC/LY86/C1QB/CXCL2/IFITM1/RASSF4/TMEM176B/CD14/NFAM1/WDFY4/GPR141/LAT2/SPI1/CD74/RNASE6/MPEG1/RGS16/TACC3/TNF/RGS18/ALOX5AP/CXCL16/SAT1/KIF11/BTK/TNFAIP3/TNFRSF9/FGL2/PTPRE/PSTPIP2/P2RY14/CTSH/RAB31/ST6GAL1/IRF4/SYK/ADGRG3/NR4A3/CSF1R/GCNT1/STYK1/ST3GAL5/IFITM3/GPX1/IFITM2/DUSP6/RRM2/CEP85L/PNP/LITAF/NFKBID/NEK6/HSPA13/STOM/BMP2K/LGMN/IFNGR2/MRC1/NUSAP1/MARCKSL1/EGR2/GADD45B/ODC1/SLC41A2/DENND5A/SPC24/ADAM9/TNFSF9/APOE/GRN/ITGA1/CSF1/CAPG/SHCBP1/CCNB1/NAAA/CD63/KNL1/NFKBIA/GEM/UHRF1/GSTK1/TRIB1/RNF149/PRR11/PHACTR2/MARCKS/CCNB2/DAPK1/KIF23/KIF15/HHEX/AHR"
"RUTELLA_RESPONSE_TO_HGF_UP","RUTELLA_RESPONSE_TO_HGF_UP",403,0.613070352764641,2.28646083851679,1e-10,3.4367816091954e-09,2.55474894131881e-09,2328,"tags=38%, list=15%, signal=33%","CXCL10/CXCL9/FCGR1A/MMP12/ADAMDEC1/IDO1/CCL18/CCL8/LILRB4/CCL3/CD80/CXCL1/SLAMF7/CCR5/SLAMF8/IL1B/CXCL5/CLEC4E/NKG7/FBP1/TNFRSF4/SLAMF1/IL21R/SPP1/KMO/MMP9/CXCL3/CCR1/TNFAIP6/TGM2/C1QA/IL10/CCRL2/KYNU/SERPINE1/TNIP3/MT1H/STAT1/SOD2/APOC1/IFI6/CYBB/C3AR1/EBI3/CCR7/PLA2G7/LPXN/CRTAM/VSIG4/CCL19/CYP27B1/CTSL/RAB20/SNX10/TLR1/ADAM12/CD84/ADAM28/BIRC3/SLC29A3/CMKLR1/LAIR1/ACP5/RARRES1/TCIRG1/CHI3L1/KCNMA1/TRAF1/DMXL2/NPL/CLEC5A/LHFPL2/BCAT1/SPHK1/NETO2/ZNF804A/MATK/PSTPIP1/EMILIN1/CCL2/NR1H3/INHBA/CTSK/ENTPD1/TM6SF1/MT1F/MT2A/GADD45G/DOCK4/VNN1/SYNGR3/SP140L/LAMP3/GLA/IRF4/ST3GAL1/TMEM51/MT1G/NRIP3/MMP2/NR4A3/AKR1B1/SLC7A11/BTN3A3/CSF2RA/IL1A/CD209/MCTP1/SLC1A3/TNS3/RAB8B/RUNX1/LITAF/FTH1/TPST1/STK17A/B4GALT5/CHST15/GNS/RASGRP3/STOM/CHPF2/C1S/TRAF3/AQP9/DUSP5/RGL1/CTSD/TNFAIP8/SLC36A1/PLTP/RBM47/SLC16A6/NAT1/NECTIN2/FADS1/SLC43A3/APOE/CLIC2/TBC1D1/HSD11B1/LY75/ABCG1/PVR/HEXB/SCARB2/CD63/EPB41L3/PDE4DIP/TFRC/PLGRKT/ATP6V0E1/CD47"
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",192,0.643884597263408,2.2862206782782,1e-10,3.4367816091954e-09,2.55474894131881e-09,2019,"tags=53%, list=13%, signal=47%","CXCL10/CXCL9/CXCL11/IFNG/CCL4/CCL18/CXCL13/IL24/CCL8/TNFRSF6B/IL6/CXCL8/CCL3/CXCR3/CCL4L2/CXCL1/IL2RA/OSM/CXCR4/CCR5/IL1B/CXCL5/CXCR6/TNFRSF4/FASLG/CCL5/IL18RAP/IL21R/CSF2/CD40LG/CXCL3/CSF2RB/CCR1/TNFSF13B/IL2RG/IL10/TNFRSF17/IL10RA/CCR2/XCL1/LTA/XCR1/CXCL2/CCR7/CXCR5/IL7R/IL12RB1/CCL19/CD27/IL9R/LTB/CSF3R/RELT/TNFSF13/TNFRSF1B/IL12RB2/IL23R/IL2RB/CD40/TNF/TNFSF8/IL15/PLEKHO2/IL23A/CCR4/HGF/CCL2/TNFRSF14/IFNAR2/CXCL16/INHBA/TNFRSF9/IL15RA/FLT3/FAS/IL11/TNFSF14/TNFSF10/CSF2RA/CSF1R/IL1A/TNFRSF12A/IL17RA/TGFB3/IL3RA/TNFSF4/IFNGR1/IL4R/TGFB1/IFNGR2/ACVRL1/TNFRSF21/IL18R1/IL6R/CLCF1/IL13RA1/FLT3LG/TNFRSF8/TNFSF9/CX3CR1/TNFRSF10D/CSF1"
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN","TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN",170,0.643055957282484,2.26433437136731,1e-10,3.4367816091954e-09,2.55474894131881e-09,2134,"tags=43%, list=14%, signal=38%","MMP1/TDO2/MMP12/S100A9/CXCL1/SERPINA1/SLAMF8/FPR1/CXCL5/TRAT1/MMP9/CXCL3/HK3/C1QA/FPR3/IL10/SLC11A1/CLEC7A/CST7/S100A12/HLA-DQA1/CYBB/C1QC/LCP2/C1QB/ADAM19/PLA2G7/IL7R/P2RY10/SLCO2B1/CD14/ALOX5/SLC7A7/FCN1/CHI3L1/HVCN1/KCNMA1/CTSB/NPL/C5AR1/CLEC5A/TMEM163/NCF2/CLEC4A/CR1/ADORA3/FCAR/ITGAM/SPNS3/CDC42/CD163/GLUL/ENTPD1/TM6SF1/DOCK4/ADGRG3/MMP14/MARCO/GLIPR2/ARHGAP18/FCGR2B/IL3RA/ETS1/LGMN/MRC1/ATP6V0D2/SLC41A2/SLC16A6/CYTL1/ADAM9/JAZF1/HSD11B1/CD200R1"
"HUANG_GATA2_TARGETS_UP","HUANG_GATA2_TARGETS_UP",140,0.656454063539601,2.25603825849472,1e-10,3.4367816091954e-09,2.55474894131881e-09,2362,"tags=49%, list=15%, signal=42%","LYZ/GPR171/CLEC4D/CLEC4E/SAMSN1/SLC2A6/SRGN/FCGR2A/PLAC8/ST8SIA4/CD244/TYROBP/IFITM1/SELPLG/LPXN/CYTIP/MYO1F/EVI2A/GMFG/C1orf54/GLIPR1/LAT2/DOK3/MNDA/SPI1/PIK3CG/PSMB9/TNFAIP8L2/AKR1B10/NEURL3/B2M/ALOX5AP/SAT1/HLA-B/TAP2/CMTM7/P2RY14/RAB31/TESPA1/IRAK3/ADGRG3/PSMB8/FES/FFAR2/IL17RA/FCGR2B/GPX1/IQGAP2/RNF130/CD93/TOX/RIN3/ARID3A/EMP3/GSTO1/IFNGR2/IL16/TNFAIP8/UBA6/RHOG/SH3BGRL3/CST3/FUT8/GYG1/SIPA1L1/ATP6V0E1/CD47/TGFBR1"
"SAUL_SEN_MAYO","SAUL_SEN_MAYO",111,0.672076914065386,2.25409862457256,1e-10,3.4367816091954e-09,2.55474894131881e-09,1364,"tags=41%, list=9%, signal=37%","MMP1/CXCL10/MMP12/MMP3/CCL4/CCL8/IL6/SERPINB4/CXCL8/MMP10/CCL3/CXCL1/IL1B/CCL5/SPP1/CSF2/MMP9/CXCL3/CSF2RB/ICAM1/IL10/PLAUR/SERPINE1/CXCL2/ICAM3/SELPLG/MMP13/GMFG/IL32/LCP1/TNFRSF1B/CTSB/TNF/IL15/HGF/CCL2/CXCL16/PLAU/PTGER2/FAS/SERPINE2/MMP14/ESM1/MMP2/IL1A"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",98,0.676019911021043,2.22888447351482,1e-10,3.4367816091954e-09,2.55474894131881e-09,2231,"tags=53%, list=14%, signal=46%","MMP1/IGHG1/MMP3/IGHG4/IL6/CXCL8/OSM/IL1B/FASLG/JAK3/MMP9/ITGB2/IL2RG/BATF/ICAM1/SOCS3/IL10/STAT1/ITGAX/SOCS1/VCAM1/ALOX5/TNFRSF1B/IL23R/TIMP1/FN1/TNF/IL23A/HGF/ITGAM/CCL2/MUC1/HMOX1/IRF4/HIF1A/MMP2/PTGS2/IL1A/RHOU/LBP/IL4R/TGFB1/BIRC5/LCN2/IL6R/IL13RA1/MCL1/HSPA8/CEBPD/JUNB/F13A1/S1PR1"
"REACTOME_INTERFERON_SIGNALING","REACTOME_INTERFERON_SIGNALING",244,0.609635244499767,2.21660537391507,1e-10,3.4367816091954e-09,2.55474894131881e-09,2180,"tags=36%, list=14%, signal=31%","FCGR1A/GBP5/IFNG/IFIT3/HLA-DRB3/GBP1/HLA-DRB5/OASL/OAS2/IFI30/RSAD2/ICAM1/SOCS3/ISG20/GBP4/HLA-DPA1/IRF1/HLA-DRA/STAT1/HLA-DQA1/IFI6/IRF8/SOCS1/IFITM1/SAMHD1/PTAFR/ISG15/VCAM1/HLA-DRB1/HLA-DPB1/HLA-F/NUP210/MX1/CIITA/IFI27/SPHK1/HLA-DQB1/GBP2/GBP3/HLA-A/OAS1/B2M/IRF7/UBE2L6/IFNAR2/IFI44/HLA-B/IFI44L/BST2/HLA-C/XAF1/MT2A/TRIM22/MX2/FANCA/STAT2/TRIM46/IRF4/HERC5/HLA-H/PSMB8/TRIM21/ADAR/TUBB3/IFITM3/IFIH1/IRF9/UBA7/IFI35/IFITM2/FANCG/IFNGR1/IRF5/PTPN1/PTPN6/IFNGR2/GBP6/TRIM38/IFIT5/HSPA8/PML/TRIM14/PTPN2/HLA-E/SMAD7/IFIT2/IRF3"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY","KEGG_CHEMOKINE_SIGNALING_PATHWAY",159,0.628275352579846,2.19353649477987,1e-10,3.4367816091954e-09,2.55474894131881e-09,2078,"tags=39%, list=13%, signal=34%","CXCL10/CXCL9/CXCL11/CCL4/CCL18/CXCL13/CCL8/CXCL8/CCL3/CXCR3/CCL4L2/CXCL1/CXCR4/CCR5/CXCL5/CXCR6/CCL5/JAK3/CXCL3/CCR1/CCR2/XCL1/STAT1/FGR/XCR1/NCF1/RAC2/CXCL2/CCR7/CXCR5/HCK/GNGT2/CCL19/DOCK2/VAV1/PIK3R5/LYN/PREX1/ITK/PIK3CG/CCR4/CCL2/CXCL16/PLCB2/CDC42/WAS/ARRB2/STAT2/PIK3CD/RASGRP2/GRB2/GNG10/PTK2B/ADCY7/CSK/PRKCB/PRKACB/ADCY3/ELMO1/CX3CR1/GNAI2/CCR10"
"GOLDRATH_ANTIGEN_RESPONSE","GOLDRATH_ANTIGEN_RESPONSE",340,0.58913177861317,2.18398289911261,1e-10,3.4367816091954e-09,2.55474894131881e-09,2777,"tags=40%, list=18%, signal=34%","IGLC1/IGHG3/IGHG1/IGKV4-1/JCHAIN/IGHV1-2/IFNG/IGKV1-27/CCL4/IGLV2-18/GZMK/IGHV1-24/GZMB/IGHV2-26/GZMA/CCL3/CXCR3/IL2RA/CCR5/MS4A1/LAG3/PRF1/FASLG/CCL5/CD48/IL18RAP/BCL2A1/GZMM/IFI30/PDCD1/BATF3/KLRB1/SLC2A3/ADAM8/CCR2/CD68/IRF8/ITGAX/FUT7/SERPINB9/CD244/TYROBP/IL12RB1/ITGA4/MYO1F/EVI2A/HLA-DRB1/SNX10/NCF4/ADGRE1/LAT2/LYN/CD74/PTGER4/HLA-DQB1/KLRG1/TACC3/RUNX2/PLD4/PLSCR1/KIF11/HLA-B/TNFRSF9/FGL2/MT1F/LYL1/MTHFD2/EFHD2/IRF4/LMNB1/KLRK1/CARHSP1/CKS2/CDC6/GNG10/IFITM3/CASP1/RRM2/DLGAP5/LITAF/EMP3/CISH/BIRC5/AURKA/GSTO1/NUSAP1/CTSD/BUB1/GADD45B/ODC1/DENND5A/IER3/IL18R1/KIF2C/RNASEH2B/KIF20A/SLC4A7/ASF1B/M6PR/CDC25C/CAPG/GTSE1/CDC45/LRRC59/CCNB1/CST3/AURKB/SCPEP1/GEM/SP100/ABRACL/CCNA2/CHEK1/MXD3/PRDX4/RAD51AP1/NCAPH/NUP62/ASPM/MIS18BP1/KIF4A/KPNA2/TMPO/CDKN3/CDK1/GNPDA1/TPI1/TYMS/CENPA/CDCA3/MCM5/ACOT7/CDCA5/F2RL3/MAD2L1/CCNB2"
"RUTELLA_RESPONSE_TO_HGF_DN","RUTELLA_RESPONSE_TO_HGF_DN",227,0.600857255074465,2.17667905875383,1e-10,3.4367816091954e-09,2.55474894131881e-09,3202,"tags=48%, list=20%, signal=39%","S100A9/CXCR4/FPR1/TREM1/CD48/CD52/ITGAL/LILRB2/RSAD2/AOAH/BATF3/SLC2A3/ADAM8/CD86/SELL/PLAC8/S100A12/HLA-DQA1/LY86/RUBCNL/ADAM19/ICAM3/ITGA4/MS4A4A/CD14/AIF1/NLRP3/ALOX5/SLC7A7/FCN1/MS4A6A/C5AR1/CD300A/CD83/SCO2/FCAR/PPP1R16B/PLSCR1/LILRA2/CD163/RNASET2/HBEGF/NAMPT/MAP4K1/PTGER2/MX2/SP110/ST6GAL1/IRAK3/LMNB1/DENND3/DPEP2/PLCL2/RASGRP2/STK17B/TRAF5/IQGAP2/IFITM2/DUSP6/CASP1/PNP/DDIT4/PRKCB/RUNX3/PTP4A3/MARCKSL1/GADD45B/DAPP1/IL13RA1/CFP/MCL1/VCAN/SIGIRR/MICAL1/CX3CR1/CYTH1/HLA-E/AMPD2/ICAM2/NEDD9/FNBP1/CELF2/RGCC/FCHSD2/VMP1/HERPUD1/CCDC69/CNPY3/MIS18BP1/SPTLC2/MYD88/SORL1/PGS1/LTA4H/MEF2C/GALC/TRADD/CCNL1/IGFBP7/KIF2A/CALML4/TIA1/ZDHHC18/FYN/LMO2/EIF2AK2/NREP/CDKN1A/ARHGEF6/ZFAND5"
"DELYS_THYROID_CANCER_DN","DELYS_THYROID_CANCER_DN",212,-0.517990280825406,-2.16733272801448,1e-10,3.4367816091954e-09,2.55474894131881e-09,2481,"tags=44%, list=16%, signal=38%","SLC16A2/ALDH6A1/ARL4A/LAMA2/SNTA1/FABP5/MT1X/AKAP12/IGF2/ASPH/KCNAB1/TLE1/ZFPM2/GPER1/GFRA2/CLDN5/FBLN5/FLRT2/CCL14/FBLN1/NDRG4/CYBRD1/PROM1/WASF3/PHYH/SORD/FOS/ALDH4A1/MEOX2/MGP/FMO2/RELN/EYA2/SORBS2/KIT/LIFR/FAXDC2/SLC4A4/NPR1/TPO/SLC14A1/CRABP1/OGN/TOB1/GNAI1/TSPAN7/MPPED2/RYR2/RAP1GAP/SFRP1/GSTM3/SPTBN1/SALL2/SEMA3D/CD36/TGFBR3/HBA1/SH3BGR/ITIH5/FCGBP/AOC3/PLA2R1/ESRRG/ARHGEF28/FXYD1/GPC3/GHR/SYNM/APOD/CHRDL1/ZDHHC11/MATN2/CASQ2/AKR1C1/HSPA12A/HBB/RASSF9/DLG2/GRB14/HLF/CRYAB/ADH1A/DPP6/EPB41L4B/ID4/PCLO/TNXB/GDF10/FHL1/LRP1B/RERGL/FGFR2/ADH1B/MYOC"
"JISON_SICKLE_CELL_DISEASE_UP","JISON_SICKLE_CELL_DISEASE_UP",171,0.613692661130193,2.16670247730819,1e-10,3.4367816091954e-09,2.55474894131881e-09,3245,"tags=56%, list=21%, signal=45%","CXCL10/FCGR1A/IFIT3/GBP1/OASL/TYMP/TFEC/PLEK/IFI30/RSAD2/SLC2A3/CCRL2/KYNU/CCR2/STAT1/MICB/PTPRO/RNASE2/VSIG4/CTSL/TAP1/NFKBIE/PSME2/PSMB9/MX1/LHFPL2/GBP2/TIMP1/TCN2/FN1/HLA-A/IL15/UBE2L6/IFI44/LILRA2/BST2/VAMP5/ZNF267/LYL1/HMOX1/LMNB1/MARCO/MPP1/P2RX4/PSMB8/ST3GAL5/IGF2BP3/IFI35/SERPING1/LY6E/EMP3/SLC22A4/EPHB2/CASP7/GSTO1/RGL1/RENBP/GADD45B/SLC36A1/AKR1A1/CLIC2/ADM/LIPA/CALR/F13A1/IFIT2/VRK2/CTSA/JAK2/PRDX4/GM2A/SPTLC2/IFIT1/GNPDA1/DOK1/SELP/RSU1/DESI1/PRDX1/ATOX1/MKNK1/SMOX/AXL/RIT1/INTS4/NUCB1/TMED1/CDS2/NREP/CDKN1A/DYNLT1/PSMB2/TDRD7/GTF2B/NDUFAF3"
"SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP","SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP",152,0.624722139764932,2.16668076436427,1e-10,3.4367816091954e-09,2.55474894131881e-09,2130,"tags=45%, list=14%, signal=39%","CXCL8/FPR1/FBP1/TLR8/IL21R/RGS1/CCR1/TLR2/SLC2A3/FCGR2A/RAB33A/C3AR1/HCK/RNASE2/SLA/CD14/CTSL/ALOX5/TNFRSF1B/CHI3L1/CTSB/CD1D/C5AR1/BCAT1/NCF2/SPHK1/RGS16/ADGRE2/CHN1/KCNJ15/GLUL/PLAU/HBEGF/SYNGR3/HSPA6/HMOX1/IRAK3/HS3ST1/MARCO/MPP1/PRSS23/RGS3/THBS1/CSF2RA/ANPEP/ADAP2/WNT5A/IFNGR1/SLC7A5/CD93/TGFB1/HPSE/B4GALT5/ENG/ELF4/SLC22A4/BIRC5/AQP9/IFNGR2/CREM/MARCKSL1/IER3/SLC16A6/P2RX1/ADM/ABCG1/SMAD7/BST1"
"BROWN_MYELOID_CELL_DEVELOPMENT_UP","BROWN_MYELOID_CELL_DEVELOPMENT_UP",145,0.626465714934441,2.16490619520435,1e-10,3.4367816091954e-09,2.55474894131881e-09,2495,"tags=53%, list=16%, signal=45%","FCGR1A/CLEC6A/CD80/IL4I1/FPR1/FPR2/IL1B/OLR1/BCL2A1/LILRA4/CD52/TCL1A/ITGB2/CCR1/AOAH/TLR2/CTSS/PLAUR/C2/CCR2/APOL1/FCGR2A/CD68/FGR/CYBB/ITGAX/TYROBP/HCK/TIFAB/TRPM2/SLC15A3/CEACAM21/NFAM1/TREM2/FHAD1/CLEC4C/PZP/C5AR1/CLEC5A/UPP1/MPEG1/CLEC4A/TNF/CD33/ITGAM/SAT1/SOAT1/PSTPIP2/GLIPR2/CSF2RA/ANPEP/ZYX/HLX/GRINA/GNS/STOM/SIRPA/LCN2/SLFN12/MCL1/CEBPD/CNN2/GRN/CAPG/G6PD/JUNB/SLC31A2/HEXB/SCARB2/SLC6A6/GYG1/PLGRKT/SP100/CAP1/MXD1/CNDP2/MYO1B"
"ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP","ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP",209,0.602457816687334,2.15626032178666,1e-10,3.4367816091954e-09,2.55474894131881e-09,2435,"tags=46%, list=15%, signal=40%","CXCL10/IFIT3/CXCL8/MMP10/IL4I1/CXCL1/SPRR2A/IL1B/OLR1/CCL5/OASL/PI3/SLC2A6/BCL2A1/CXCL3/ICAM1/TNFAIP6/TLR2/SOCS3/KYNU/PLAUR/ISG20/IRF1/CMPK2/SERPINB9/CXCL2/IL7R/PTAFR/MMP13/GPR132/BIRC3/IL32/LYN/DRAM1/C15orf48/GCH1/TRAF1/TAP1/NFKBIE/CD83/GBP3/SERPINB1/IL15/IL23A/TNFAIP2/CXCL16/INHBA/TNFAIP3/TNFRSF9/GSAP/PLAU/HBEGF/KRT6B/DOCK4/RELB/RHOF/BID/ZC3H12A/PAG1/BCL3/RFX5/NFKB2/SLFN5/TNFSF10/NINJ1/IL1A/STYK1/ANKRD22/HELZ2/IFIH1/IRF9/IFNGR1/ETS1/DDIT4/B4GALT5/CHST15/IFNGR2/IRAK2/MARCKSL1/RNF19B/TNFAIP8/TRIM38/DAPP1/RIPK2/TNFRSF10D/ERN1/CYTH1/ZNFX1/NCOA7/LACC1/NFKBIA/HERPUD1/TNFRSF10B/TANK/DSE/MXD1/NUB1"
"REACTOME_NEUTROPHIL_DEGRANULATION","REACTOME_NEUTROPHIL_DEGRANULATION",434,0.575292222667331,2.15540321166318,1e-10,3.4367816091954e-09,2.55474894131881e-09,2490,"tags=40%, list=16%, signal=35%","GPR84/LYZ/S100A9/CXCL1/CLEC4D/LILRA3/SERPINA1/FPR1/FPR2/S100A8/OLR1/CD53/ITGAL/LILRB2/CLEC12A/MMP9/ITGB2/HK3/TNFAIP6/TLR2/FCER1G/PTPRC/SLC11A1/SLC2A3/ADAM8/CTSS/PLAUR/S100A7/FCGR2A/LILRB3/SIGLEC9/TBC1D10C/CD68/SELL/PLAC8/S100A12/FGR/CYBB/ITGAX/C3AR1/TYROBP/CHIT1/CYBA/RNASE2/TRPM2/PTAFR/DOCK2/CD14/SERPINB3/ARHGAP9/NFAM1/GMFG/SIRPB1/TCN1/GLIPR1/CLEC4C/DOK3/OSCAR/LAIR1/MNDA/ALOX5/CTSC/FCN1/TNFRSF1B/TCIRG1/NCKAP1L/CHI3L1/MME/SIGLEC14/HVCN1/CTSB/SLC2A5/MMP25/C5AR1/CLEC5A/CD300A/SLC27A2/CTSZ/BIN2/COTL1/PTPRJ/CR1/FCGR3B/SERPINB1/B2M/FCAR/PLEKHO2/ARHGAP45/CD33/ITGAM/LTF/HLA-B/GSDMD/RNASET2/TICAM2/BST2/FGL2/PLAU/HLA-C/FTL/TMC6/HRNR/VNN1/CTSH/HSPA6/RAB31/RHOF/UNC13D/GLA/TXNDC5/ADGRG3/RAB37/ADGRE5/GAA/CRISPLD2/MAN2B1/KCNAB2/GCA/MGAM/ANPEP/MVP/ARSB/IQGAP2/ARSA/PNP/CD93/FTH1/HPSE/GNS/STOM/ATP8A1/B4GALT1/LRG1/PTPN6/RAB4B/SIRPA/MANBA/CTSD/LCN2/FUCA1/STK10/CFP/HSPA8/LPCAT1/CSTB/CNN2/GRN/RHOG/P2RX1/DNASE1L1/SNAP23/ALDH3B1/BST1/GHDC/HEXB/A1BG/CST3/FUCA2/RAP2C/CD63/GYG1/RAP2B/CD47/PSAP/CTSA/CAP1/NPC2/DBNL/ENPP4/PRDX4/RAB27A/ARPC5/PDXK/CPPED1/GM2A"
"DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN","DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN",302,0.583302618413049,2.15358794464945,1e-10,3.4367816091954e-09,2.55474894131881e-09,3148,"tags=40%, list=20%, signal=33%","IFNG/CCL4/GZMK/GZMB/GZMA/CD8A/ICOS/GZMH/GNLY/CD2/GFI1/KLRC1/NKG7/PRF1/TRBC2/TRBC1/CCL5/CD48/CTSW/TBX21/CD3D/CD52/SRGN/KLRD1/IKZF3/KLRB1/GPR65/PTPRC/TRAV8-6/CST7/MT1H/XCL1/STAT4/HLA-DPA1/LAIR2/TRAV13-1/CD244/LCP2/TRAF3IP3/CXCR5/IFITM1/TRDC/P2RY10/CRTAM/CTSL/CD28/CD84/BIRC3/HLA-DPB1/KIF21B/TNFRSF1B/EVI2B/GCH1/SEL1L3/IL2RB/GBP2/PPP1R16B/CHN1/CDC42/GSAP/MT2A/ARHGAP25/TRIM22/SYT11/FAS/TESPA1/KLRF1/PDE4B/TNFSF10/CASP4/TNIK/TBK1/CASP1/STK17A/CD160/PRKCB/DUSP5/PPP3CC/CREM/IL18R1/DAPP1/SLC16A6/B3GNT2/MICAL1/CYLD/GIT2/SLC25A28/RAP2C/ENTPD4/DYRK2/FCHSD2/SYTL2/RAB27A/ACOT9/ATM/GALNT10/RCBTB2/CFLAR/SCML1/TES/RECQL/PHACTR2/IQSEC1/MAN1A1/TPST2/LEPROTL1/LPAR6/PRDM1/ENC1/MAN2A1/ACSL3/TRAPPC10/ATXN1/WDR37/CD58/PFKP/ID2/FYN/STAT3/MAP3K5/ANKRD49"
